Sample name	title	source name	organism	idat file 1	idat file 2	subexperiment	CORIELL_ID	cell_line	donor_age	donor_sex	culture_oxygen	culture_agent	culture_pctFBS	expression_vector	subculture	population_doublings	days_in_culture	batch_date 	growth protocol	treatment protocol	molecule	label	platform
205138650051_R07C01	FSF1_TERT_16	Skin, sacrum	Homo sapiens	205138650051_R07C01_Grn.idat	205138650051_R07C01_Red.idat	TERT immortalization	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	Full	TERT	2b	50.11	85	05.27.21	Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 15% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent. 	Low-PD primary fibroblasts were transduced with purified lentiviral particles containing expression vectors encoding human Telomerase Reverse Transcriptase (TERT) and hygromycin resistance marker. Following selection with 250ug/ml hygromycin B, cells were serially cultured in perpetuity, in triplicate.	genomic DNA	Cy3 and Cy5	GPL23976
205138650051_R06C01	FSF1_TERT_17	Skin, sacrum	Homo sapiens	205138650051_R06C01_Grn.idat	205138650051_R06C01_Red.idat	TERT immortalization	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	Full	TERT	2a	50.91	85	05.27.21	Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 15% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent. 	Low-PD primary fibroblasts were transduced with purified lentiviral particles containing expression vectors encoding human Telomerase Reverse Transcriptase (TERT) and hygromycin resistance marker. Following selection with 250ug/ml hygromycin B, cells were serially cultured in perpetuity, in triplicate.	genomic DNA	Cy3 and Cy5	GPL23976
205567990089_R06C01	FSF1_TERT_18	Skin, sacrum	Homo sapiens	205567990089_R06C01_Grn.idat	205567990089_R06C01_Red.idat	TERT immortalization	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	Full	TERT	2b	53.63	92	09.24.21	Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 15% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent. 	Low-PD primary fibroblasts were transduced with purified lentiviral particles containing expression vectors encoding human Telomerase Reverse Transcriptase (TERT) and hygromycin resistance marker. Following selection with 250ug/ml hygromycin B, cells were serially cultured in perpetuity, in triplicate.	genomic DNA	Cy3 and Cy5	GPL23976
205567990089_R05C01	FSF1_TERT_19	Skin, sacrum	Homo sapiens	205567990089_R05C01_Grn.idat	205567990089_R05C01_Red.idat	TERT immortalization	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	Full	TERT	2a	53.92	92	09.24.21	Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 15% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent. 	Low-PD primary fibroblasts were transduced with purified lentiviral particles containing expression vectors encoding human Telomerase Reverse Transcriptase (TERT) and hygromycin resistance marker. Following selection with 250ug/ml hygromycin B, cells were serially cultured in perpetuity, in triplicate.	genomic DNA	Cy3 and Cy5	GPL23976
205567990089_R07C01	FSF1_TERT_20	Skin, sacrum	Homo sapiens	205567990089_R07C01_Grn.idat	205567990089_R07C01_Red.idat	TERT immortalization	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	Full	TERT	2a	57.58	99	09.24.21	Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 15% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent. 	Low-PD primary fibroblasts were transduced with purified lentiviral particles containing expression vectors encoding human Telomerase Reverse Transcriptase (TERT) and hygromycin resistance marker. Following selection with 250ug/ml hygromycin B, cells were serially cultured in perpetuity, in triplicate.	genomic DNA	Cy3 and Cy5	GPL23976
205567990089_R08C01	FSF1_TERT_21	Skin, sacrum	Homo sapiens	205567990089_R08C01_Grn.idat	205567990089_R08C01_Red.idat	TERT immortalization	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	Full	TERT	2b	57.69	99	09.24.21	Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 15% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent. 	Low-PD primary fibroblasts were transduced with purified lentiviral particles containing expression vectors encoding human Telomerase Reverse Transcriptase (TERT) and hygromycin resistance marker. Following selection with 250ug/ml hygromycin B, cells were serially cultured in perpetuity, in triplicate.	genomic DNA	Cy3 and Cy5	GPL23976
205138650055_R01C01	FSF1_TERT_22	Skin, sacrum	Homo sapiens	205138650055_R01C01_Grn.idat	205138650055_R01C01_Red.idat	TERT immortalization	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	Full	TERT	2b	61.36	107	05.27.21	Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 15% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent. 	Low-PD primary fibroblasts were transduced with purified lentiviral particles containing expression vectors encoding human Telomerase Reverse Transcriptase (TERT) and hygromycin resistance marker. Following selection with 250ug/ml hygromycin B, cells were serially cultured in perpetuity, in triplicate.	genomic DNA	Cy3 and Cy5	GPL23976
205138650051_R08C01	FSF1_TERT_23	Skin, sacrum	Homo sapiens	205138650051_R08C01_Grn.idat	205138650051_R08C01_Red.idat	TERT immortalization	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	Full	TERT	2a	62.47	107	05.27.21	Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 15% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent. 	Low-PD primary fibroblasts were transduced with purified lentiviral particles containing expression vectors encoding human Telomerase Reverse Transcriptase (TERT) and hygromycin resistance marker. Following selection with 250ug/ml hygromycin B, cells were serially cultured in perpetuity, in triplicate.	genomic DNA	Cy3 and Cy5	GPL23976
205138650055_R03C01	FSF1_TERT_24	Skin, sacrum	Homo sapiens	205138650055_R03C01_Grn.idat	205138650055_R03C01_Red.idat	TERT immortalization	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	Full	TERT	2b	66.16	117	05.27.21	Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 15% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent. 	Low-PD primary fibroblasts were transduced with purified lentiviral particles containing expression vectors encoding human Telomerase Reverse Transcriptase (TERT) and hygromycin resistance marker. Following selection with 250ug/ml hygromycin B, cells were serially cultured in perpetuity, in triplicate.	genomic DNA	Cy3 and Cy5	GPL23976
205138650055_R02C01	FSF1_TERT_25	Skin, sacrum	Homo sapiens	205138650055_R02C01_Grn.idat	205138650055_R02C01_Red.idat	TERT immortalization	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	Full	TERT	2a	66.71	117	05.27.21	Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 15% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent. 	Low-PD primary fibroblasts were transduced with purified lentiviral particles containing expression vectors encoding human Telomerase Reverse Transcriptase (TERT) and hygromycin resistance marker. Following selection with 250ug/ml hygromycin B, cells were serially cultured in perpetuity, in triplicate.	genomic DNA	Cy3 and Cy5	GPL23976
205138650055_R05C01	FSF1_TERT_26	Skin, sacrum	Homo sapiens	205138650055_R05C01_Grn.idat	205138650055_R05C01_Red.idat	TERT immortalization	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	Full	TERT	2b	69.32	124	05.27.21	Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 15% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent. 	Low-PD primary fibroblasts were transduced with purified lentiviral particles containing expression vectors encoding human Telomerase Reverse Transcriptase (TERT) and hygromycin resistance marker. Following selection with 250ug/ml hygromycin B, cells were serially cultured in perpetuity, in triplicate.	genomic DNA	Cy3 and Cy5	GPL23976
205138650055_R04C01	FSF1_TERT_27	Skin, sacrum	Homo sapiens	205138650055_R04C01_Grn.idat	205138650055_R04C01_Red.idat	TERT immortalization	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	Full	TERT	2a	69.67	124	05.27.21	Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 15% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent. 	Low-PD primary fibroblasts were transduced with purified lentiviral particles containing expression vectors encoding human Telomerase Reverse Transcriptase (TERT) and hygromycin resistance marker. Following selection with 250ug/ml hygromycin B, cells were serially cultured in perpetuity, in triplicate.	genomic DNA	Cy3 and Cy5	GPL23976
205567980156_R01C01	FSF1_TERT_28	Skin, sacrum	Homo sapiens	205567980156_R01C01_Grn.idat	205567980156_R01C01_Red.idat	TERT immortalization	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	Full	TERT	2a	73.01	133	09.24.21	Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 15% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent. 	Low-PD primary fibroblasts were transduced with purified lentiviral particles containing expression vectors encoding human Telomerase Reverse Transcriptase (TERT) and hygromycin resistance marker. Following selection with 250ug/ml hygromycin B, cells were serially cultured in perpetuity, in triplicate.	genomic DNA	Cy3 and Cy5	GPL23976
205567980156_R04C01	FSF1_TERT_29	Skin, sacrum	Homo sapiens	205567980156_R04C01_Grn.idat	205567980156_R04C01_Red.idat	TERT immortalization	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	Full	TERT	2b	78.03	142	09.24.21	Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 15% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent. 	Low-PD primary fibroblasts were transduced with purified lentiviral particles containing expression vectors encoding human Telomerase Reverse Transcriptase (TERT) and hygromycin resistance marker. Following selection with 250ug/ml hygromycin B, cells were serially cultured in perpetuity, in triplicate.	genomic DNA	Cy3 and Cy5	GPL23976
205567980156_R03C01	FSF1_TERT_30	Skin, sacrum	Homo sapiens	205567980156_R03C01_Grn.idat	205567980156_R03C01_Red.idat	TERT immortalization	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	Full	TERT	2a	78.78	142	09.24.21	Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 15% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent. 	Low-PD primary fibroblasts were transduced with purified lentiviral particles containing expression vectors encoding human Telomerase Reverse Transcriptase (TERT) and hygromycin resistance marker. Following selection with 250ug/ml hygromycin B, cells were serially cultured in perpetuity, in triplicate.	genomic DNA	Cy3 and Cy5	GPL23976
205138650055_R06C01	FSF1_TERT_31	Skin, sacrum	Homo sapiens	205138650055_R06C01_Grn.idat	205138650055_R06C01_Red.idat	TERT immortalization	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	Full	TERT	2a	81	149	05.27.21	Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 15% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent. 	Low-PD primary fibroblasts were transduced with purified lentiviral particles containing expression vectors encoding human Telomerase Reverse Transcriptase (TERT) and hygromycin resistance marker. Following selection with 250ug/ml hygromycin B, cells were serially cultured in perpetuity, in triplicate.	genomic DNA	Cy3 and Cy5	GPL23976
205138650055_R07C01	FSF1_TERT_32	Skin, sacrum	Homo sapiens	205138650055_R07C01_Grn.idat	205138650055_R07C01_Red.idat	TERT immortalization	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	Full	TERT	2b 	81.24	149	05.27.21	Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 15% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent. 	Low-PD primary fibroblasts were transduced with purified lentiviral particles containing expression vectors encoding human Telomerase Reverse Transcriptase (TERT) and hygromycin resistance marker. Following selection with 250ug/ml hygromycin B, cells were serially cultured in perpetuity, in triplicate.	genomic DNA	Cy3 and Cy5	GPL23976
205567980156_R05C01	FSF1_TERT_33	Skin, sacrum	Homo sapiens	205567980156_R05C01_Grn.idat	205567980156_R05C01_Red.idat	TERT immortalization	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	Full	TERT	2a	85.99	156	09.24.21	Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 15% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent. 	Low-PD primary fibroblasts were transduced with purified lentiviral particles containing expression vectors encoding human Telomerase Reverse Transcriptase (TERT) and hygromycin resistance marker. Following selection with 250ug/ml hygromycin B, cells were serially cultured in perpetuity, in triplicate.	genomic DNA	Cy3 and Cy5	GPL23976
205567980156_R07C01	FSF1_TERT_34	Skin, sacrum	Homo sapiens	205567980156_R07C01_Grn.idat	205567980156_R07C01_Red.idat	TERT immortalization	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	Full	TERT	2a	89.12	163	09.24.21	Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 15% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent. 	Low-PD primary fibroblasts were transduced with purified lentiviral particles containing expression vectors encoding human Telomerase Reverse Transcriptase (TERT) and hygromycin resistance marker. Following selection with 250ug/ml hygromycin B, cells were serially cultured in perpetuity, in triplicate.	genomic DNA	Cy3 and Cy5	GPL23976
205567990039_R03C01	FSF1_TERT_35	Skin, sacrum	Homo sapiens	205567990039_R03C01_Grn.idat	205567990039_R03C01_Red.idat	TERT immortalization	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	Full	TERT	2a	93.3	174	09.24.21	Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 15% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent. 	Low-PD primary fibroblasts were transduced with purified lentiviral particles containing expression vectors encoding human Telomerase Reverse Transcriptase (TERT) and hygromycin resistance marker. Following selection with 250ug/ml hygromycin B, cells were serially cultured in perpetuity, in triplicate.	genomic DNA	Cy3 and Cy5	GPL23976
205567990039_R05C01	FSF1_TERT_36	Skin, sacrum	Homo sapiens	205567990039_R05C01_Grn.idat	205567990039_R05C01_Red.idat	TERT immortalization	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	Full	TERT	2b	95.74	179	09.24.21	Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 15% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent. 	Low-PD primary fibroblasts were transduced with purified lentiviral particles containing expression vectors encoding human Telomerase Reverse Transcriptase (TERT) and hygromycin resistance marker. Following selection with 250ug/ml hygromycin B, cells were serially cultured in perpetuity, in triplicate.	genomic DNA	Cy3 and Cy5	GPL23976
205567990039_R04C01	FSF1_TERT_37	Skin, sacrum	Homo sapiens	205567990039_R04C01_Grn.idat	205567990039_R04C01_Red.idat	TERT immortalization	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	Full	TERT	2a	97.11	179	09.24.21	Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 15% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent. 	Low-PD primary fibroblasts were transduced with purified lentiviral particles containing expression vectors encoding human Telomerase Reverse Transcriptase (TERT) and hygromycin resistance marker. Following selection with 250ug/ml hygromycin B, cells were serially cultured in perpetuity, in triplicate.	genomic DNA	Cy3 and Cy5	GPL23976
205589730076_R01C01	FSF1_TERT_38	Skin, sacrum	Homo sapiens	205589730076_R01C01_Grn.idat	205589730076_R01C01_Red.idat	TERT immortalization	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	Full	TERT	2b	103.19	190	09.24.21	Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 15% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent. 	Low-PD primary fibroblasts were transduced with purified lentiviral particles containing expression vectors encoding human Telomerase Reverse Transcriptase (TERT) and hygromycin resistance marker. Following selection with 250ug/ml hygromycin B, cells were serially cultured in perpetuity, in triplicate.	genomic DNA	Cy3 and Cy5	GPL23976
205567990039_R08C01	FSF1_TERT_39	Skin, sacrum	Homo sapiens	205567990039_R08C01_Grn.idat	205567990039_R08C01_Red.idat	TERT immortalization	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	Full	TERT	2a	104.85	190	09.24.21	Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 15% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent. 	Low-PD primary fibroblasts were transduced with purified lentiviral particles containing expression vectors encoding human Telomerase Reverse Transcriptase (TERT) and hygromycin resistance marker. Following selection with 250ug/ml hygromycin B, cells were serially cultured in perpetuity, in triplicate.	genomic DNA	Cy3 and Cy5	GPL23976
205589730076_R03C01	FSF1_TERT_40	Skin, sacrum	Homo sapiens	205589730076_R03C01_Grn.idat	205589730076_R03C01_Red.idat	TERT immortalization	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	Full	TERT	2b	106.33	195	09.24.21	Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 15% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent. 	Low-PD primary fibroblasts were transduced with purified lentiviral particles containing expression vectors encoding human Telomerase Reverse Transcriptase (TERT) and hygromycin resistance marker. Following selection with 250ug/ml hygromycin B, cells were serially cultured in perpetuity, in triplicate.	genomic DNA	Cy3 and Cy5	GPL23976
205589730076_R02C01	FSF1_TERT_41	Skin, sacrum	Homo sapiens	205589730076_R02C01_Grn.idat	205589730076_R02C01_Red.idat	TERT immortalization	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	Full	TERT	2a	107.82	195	09.24.21	Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 15% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent. 	Low-PD primary fibroblasts were transduced with purified lentiviral particles containing expression vectors encoding human Telomerase Reverse Transcriptase (TERT) and hygromycin resistance marker. Following selection with 250ug/ml hygromycin B, cells were serially cultured in perpetuity, in triplicate.	genomic DNA	Cy3 and Cy5	GPL23976
205589730076_R05C01	FSF1_TERT_42	Skin, sacrum	Homo sapiens	205589730076_R05C01_Grn.idat	205589730076_R05C01_Red.idat	TERT immortalization	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	Full	TERT	2b	108.44	202	09.24.21	Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 15% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent. 	Low-PD primary fibroblasts were transduced with purified lentiviral particles containing expression vectors encoding human Telomerase Reverse Transcriptase (TERT) and hygromycin resistance marker. Following selection with 250ug/ml hygromycin B, cells were serially cultured in perpetuity, in triplicate.	genomic DNA	Cy3 and Cy5	GPL23976
205589730076_R04C01	FSF1_TERT_43	Skin, sacrum	Homo sapiens	205589730076_R04C01_Grn.idat	205589730076_R04C01_Red.idat	TERT immortalization	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	Full	TERT	2a	109.57	202	09.24.21	Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 15% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent. 	Low-PD primary fibroblasts were transduced with purified lentiviral particles containing expression vectors encoding human Telomerase Reverse Transcriptase (TERT) and hygromycin resistance marker. Following selection with 250ug/ml hygromycin B, cells were serially cultured in perpetuity, in triplicate.	genomic DNA	Cy3 and Cy5	GPL23976
205589730076_R07C01	FSF1_TERT_44	Skin, sacrum	Homo sapiens	205589730076_R07C01_Grn.idat	205589730076_R07C01_Red.idat	TERT immortalization	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	Full	TERT	2b	113.39	209	09.24.21	Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 15% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent. 	Low-PD primary fibroblasts were transduced with purified lentiviral particles containing expression vectors encoding human Telomerase Reverse Transcriptase (TERT) and hygromycin resistance marker. Following selection with 250ug/ml hygromycin B, cells were serially cultured in perpetuity, in triplicate.	genomic DNA	Cy3 and Cy5	GPL23976
205589730076_R06C01	FSF1_TERT_45	Skin, sacrum	Homo sapiens	205589730076_R06C01_Grn.idat	205589730076_R06C01_Red.idat	TERT immortalization	AG06561	Fetal_skin_fibroblast_1	16 fetal weeks	female	Ambient	NA	Full	TERT	2a	115.97	209	09.24.21	Fibroblasts were maintained in Eagle’s MEM with Earle’s salts and non-essential amino acids with 15% v/v fetal bovine serum. Triplicate cultures derived from the same parent plate or vial obtained from Coriell were maintained in parallel through replicative senescence, which was defined in this study as drastically slowed growth (inability to reach near-confluence at 14 days after previous passage) or viable fraction of cells falling below 60%. Passaging occurred as cells became approximately 90% confluent. 	Low-PD primary fibroblasts were transduced with purified lentiviral particles containing expression vectors encoding human Telomerase Reverse Transcriptase (TERT) and hygromycin resistance marker. Following selection with 250ug/ml hygromycin B, cells were serially cultured in perpetuity, in triplicate.	genomic DNA	Cy3 and Cy5	GPL23976
